MeanEducation,MeanHouseholdIncome,Zip1
13.97909613,77119.1885,0
13.63560415,59662.85806,0
16.78848125,105670.249,0
16.28507157,136865.3195,0
16.91009871,155789.5994,0
15.14071511,64417.68293,0
14.80128205,79304.02245,0
12.69474598,45638.0789,0
15.30477759,81854.48005,0
13.84180411,62661.98645,0
13.89357846,53755.59544,0
13.66994843,70982.04921,0
13.63060109,48235.58119,0
13.65481002,50605.55304,0
13.55283447,44750.7854,0
14.51115619,55705.33141,0
13.80952381,101029.4118,0
12.90386071,71407.66423,0
12.55874873,58899.13926,0
10.47089067,33885.21205,0
10.20008615,27882.46138,0
13.63930494,66605.98114,0
13.5845786,65993.60377,0
12.86360094,51302.33312,0
14.11904762,69469.09091,0
13.45752283,63991.70124,0
13.59895833,71756.29776,0
13.92287695,64693.28194,0
12.73387097,62368.5259,0
14.44135429,74323.78855,0
13.78640429,70426.19122,0
12.29890229,45593.25691,0
13.6852444,65149.42529,0
12.52,55518.86792,0
12.58151206,47540.50416,0
12.73897522,30959.76784,0
12.5368932,45924.73895,0
14.26465364,40784.49074,0
10.85096544,19416.41017,0
10.80894443,17243.74824,0
11.15269886,23200.95541,0
10.70930897,18032.09405,0
10.85683761,17908.27517,0
10.91428571,17075.81915,0
11.32748955,24081.31934,0
10.5340564,18575.7337,0
10.0676268,15759.74565,0
10.96822948,21774.50028,0
10.96305636,17906.2095,0
11.0698627,19922.96553,0
10.91881542,19429.88617,0
11.26486486,21601.50273,0
11.28782453,16769.98369,0
11.06533413,17708.59743,0
11.36035221,19674.43453,0
11.81938668,23067.11841,0
10.62472568,15079.26479,0
10.94552944,18509.69017,0
10.93827924,20797.08068,0
11.80200481,21633.54652,0
10.93837452,18259.81134,0
11.08713942,19009.98562,0
13.51901014,42163.86436,0
11.10179294,19277.59024,0
10.3298804,16653.32916,0
11.3237218,22740.83579,0
11.52363295,20931.734,0
12.12830036,28363.33052,0
12.64984927,30274.266,0
12.25877101,33651.09867,0
14.43854867,50267.10679,0
10.97442116,24830.45526,0
13.67069,42649.12752,0
12.95973558,52590.95551,0
13.73843931,48183.01435,0
14.00011117,71043.32822,0
14.04232164,73353.18675,0
13.6350199,58871.02138,0
12.90773229,53038.39639,0
13.82644739,59086.24985,0
13.71352785,51333.6933,0
12.38561359,45814.08208,0
13.12796209,53532.84672,0
13.50735695,53301.47059,0
14.16666667,63520.49622,0
12.03696304,37716.90332,0
15.96701833,92106.3949,0
12.97345269,42752.60257,0
13.61307215,54948.88281,0
12.39897094,42234.36207,0
12.89451477,59761.69844,0
13.47436798,57871.67706,0
13.90568004,60380.81316,0
13.85559006,60854.64044,0
14.53927053,52404.4635,0
13.2195122,69207.31707,0
0,0,0
13.04618474,47936.96028,0
14.87715931,59313.7931,0
15.03125,75631.57895,0
14.69778481,72111.81435,0
13.37196439,42999.842,0
12.47616371,43180.21219,0
13.14934696,54695.67355,0
14.26323988,55079.52974,0
14.02729258,62940.34412,0
13.75387263,51856.84062,0
15.56,134062.5,0
13.68711311,68583.77983,0
13.4280311,66340.47003,0
13.47329264,60133.97148,0
13.67733675,76828.2975,0
14.22813036,79049.64653,0
12.87227866,61054.4394,0
14.68762009,83652.37271,0
13.10518234,72844.40781,0
12.75316227,59678.84105,0
13.57990966,63621.5341,0
12.81677862,59688.8902,0
12.14683245,42959.77258,0
12.59710702,47990.69479,0
14.09989724,57447.78053,0
12.10941828,24983.2261,0
11.68568253,34050.50395,0
14.51617874,84307.24587,0
13.37548991,54987.82915,0
16.02816901,107653.6313,0
15.30182927,99548.88517,0
15.73454805,115274.8497,0
13.51881102,68885.68653,0
14.05907674,67091.90087,0
14.03120357,80441.4688,0
15.75054145,123433.8002,0
15.61504224,133598.1269,0
16.36317421,119940.7764,0
13.35882164,74515.5906,0
14.12765046,83566.32852,0
13.74130408,64046.90873,0
12.59871752,50468.24401,0
14.53241273,68847.10867,0
14.45484755,87580.10904,0
13.53989167,77307.08447,0
12.28299264,45953.31325,0
16.15519373,132638.878,0
13.66230107,68918.27382,0
13.8314454,71916.63458,0
13.03377584,87816.42826,0
13.85998828,77602.55754,0
15.02602917,100971.7016,0
14.29556889,80475.79649,0
14.86679893,100349.1446,0
13.56394955,63006.21532,0
14.27127112,77251.25936,0
14.0412957,76811.84756,0
13.57678416,102637.5695,0
13.87353771,67190.24282,0
15.59058178,106048.9709,0
16.39505673,104214.8289,0
16.93081255,99428.35998,0
16.15792037,80537.48365,0
16.29238401,91737.66261,0
13.83748811,66402.27247,0
13.61671812,39667.46044,0
12.48880117,47326.45689,0
14.24506211,62140.18461,0
16.94908016,79092.7988,0
15.7468949,71622.41724,0
16.79303857,85177.2997,0
14.63222534,63657.34704,0
13.47206219,63832.44664,0
13.87287554,60908.81057,0
14.3319263,73501.79437,0
13.80992761,66084.67832,0
13.46984787,58017.07113,0
13.64988737,65553.73945,0
16.45631068,89229.44297,0
17.09090909,0,0
13.19375648,69977.57953,0
14.40941891,88210.75817,0
13.574425,77906.35935,0
13.14991817,64378.44985,0
13.55499668,75165.87239,0
13.14604892,63634.73424,0
16.64098394,112236.7826,0
16.69335416,99711.46742,0
13.72026467,67829.1461,0
16.8604902,116983.9695,0
16.39442631,112272.986,0
15.2046888,101030.7235,0
13.73196276,60425.85983,0
15.86694387,68347.44526,0
14.08241129,59591.34288,0
13.78963519,56666.9873,0
12.55456723,40412.47288,0
11.46958486,40433.10839,0
13.6836715,60394.21948,0
12.85617844,49752.47006,0
13.64141072,61672.68628,0
12.73639362,55957.4311,0
13.01344902,71853.43348,0
12.84286357,55057.40884,0
13.6892553,79039.66805,0
12.81492069,49778.28459,0
13.65945856,75117.9292,0
13.86069333,60928.43215,0
12.52523553,51666.03883,0
14.95562001,108381.4433,0
11.6640625,30923.39374,0
13.46537589,59763.80097,0
13.2768595,44237.36501,0
13.45668629,54942.01861,0
12.91631993,57428.14752,0
14.29674306,52362.22222,0
13.59442249,59142.3228,0
15.29500924,80852.2694,0
14.1971831,56931.03448,0
12.23964868,48347.26418,0
13.1372434,59863.39937,0
13.12422744,65127.43042,0
14.55652174,61677.01453,0
13.45527638,63125.39038,0
12.86909091,51786.68942,0
12.90218032,53946.62854,0
14.69585577,60525.22255,0
12.31642743,44887.79528,0
13.32849604,47555.09868,0
11.93541442,37111.30435,0
13.09251101,43435.01805,0
13.3943662,49016.89189,0
12.13231552,46193.59721,0
12.97473093,49899.38017,0
15.14397906,74781.06682,0
16.87609293,89812.0736,0
13.69480519,47500,0
13.92662632,68519.08657,0
12.39222462,41843.47507,0
14.40414337,57083.32497,0
13.51187739,57169.97264,0
13.06194226,50127.6452,0
13.62658228,67391.30435,0
13.90709046,42411.65414,0
13.08371736,64022.30686,0
13.50580504,58181.55112,0
13.77998863,79021.04975,0
11.90430003,44026.37273,0
14.05345317,79076.07336,0
14.88549618,88925.38354,0
14.47426842,85500.97276,0
14.14658975,80197.28097,0
15.29127325,81735.0348,0
13.15267176,56145.30686,0
12.73820755,42867.1771,0
14.26182761,73188.3792,0
13.42018876,49894.44957,0
13.58954501,59355.24126,0
12.66129032,42781.04265,0
13.98104358,65680.35453,0
13.62859337,58554.88464,0
13.09113001,46353.55764,0
12.65755505,54470.17139,0
12.95628415,48569.61652,0
13.08881119,53875.69667,0
12.55970924,39621.80053,0
13.03517793,51689.96499,0
12.61278195,49141.45811,0
12.60041195,39145.7265,0
12.87294778,45470.97082,0
13.4311186,35809.76441,0
13.92669417,52398.67089,0
13.0667921,41044.04629,0
13.69302326,44609.00474,0
12.89829684,48095.11975,0
13.37804878,52760.27397,0
12.72302158,43693.54839,0
12.7,41104.51977,0
12.36872812,47864.40245,0
14.17018634,43942.9264,0
13.87330317,67572.33369,0
13.26346154,48066.21961,0
12.55011655,41274.19355,0
13.3808,49662.96425,0
13.49704142,42200.48309,0
12.48425197,38694.78261,0
12.48275862,30427.53623,0
13.3884369,45383.83117,0
11.79264844,33385.71429,0
12.06046512,38787.39003,0
13.03963874,45569.22733,0
12.6,42180.16321,0
11.92519084,39215.59633,0
12.3556701,39358.40708,0
11.86082949,36746.46128,0
12.04884319,40430.48128,0
12.79898034,47126.45537,0
11.79576892,39430.29197,0
12.93026436,45433.34578,0
12.77627258,49747.75261,0
13.12331081,48490.52133,0
12.97927461,33924.90842,0
12.1554878,35433.42037,0
13.1383592,48691.91551,0
13.73932584,45160.72925,0
13.57118353,48900.29542,0
12.94163424,54807.78302,0
14.30656934,61026.78571,0
14.25822505,50636.15643,0
11.80094787,34089.91228,0
12.83443709,42371.06918,0
14.33884298,45120.68966,0
14.43243243,48587.36559,0
12.50982226,38055.17942,0
12.13043478,45055.55556,0
14.41666667,76630.43478,0
13.07142857,42038.46154,0
13.39393939,29000,0
12.03373232,33125,0
12.75789474,45741.86992,0
12.12195122,37947.55245,0
14,51651.51515,0
12.61904762,38146.22642,0
13.7755102,47008.19672,0
12.59322034,34143.35664,0
13.2907489,31123.57414,0
12.17857143,38631.86813,0
11.21352785,33694.51074,0
12.65458109,42618.42105,0
11.4084507,34967.10526,0
11.90648567,30765.64417,0
11.68247822,33636.40133,0
11.73954984,33937.5,0
11.48502994,31067.8392,0
12.1641791,36335.61644,0
12.2712766,37045.2381,0
12.90188679,38576.92308,0
11.20347994,29470.17332,0
11.93483146,34447.08423,0
12.85974158,35733.57453,0
14.5399599,55863.77969,0
13.406639,52253.92157,0
13.42857143,43490.68323,0
12.60280374,50349.68685,0
12.79818841,41731.15044,0
12.88535755,48191.89189,0
12.31710914,36560.31128,0
12.29395604,38526.88172,0
11.95180723,36342.10526,0
12.95893429,34963.04224,0
12.54444444,39570.48458,0
12.42886598,38375.86207,0
13.12602291,45350.81715,0
13.02379497,57759.51362,0
12.50310559,66010.44776,0
12.41052833,50392.33899,0
12.36152238,60473.39793,0
13.11724641,69599.58296,0
13.42835504,74976.55014,0
12.48661388,58947.21607,0
13.18223666,68416.12111,0
14.38121547,59053.36179,0
12.73393966,55147.94337,0
13.43062465,62176.67732,0
15.11469296,83988.53242,0
13.37597582,72824.5478,0
13.81235406,65705.27728,0
12.7748831,60809.89985,0
13.0261745,58476.7015,0
13.81899827,54804.77253,0
14.36646491,61910.89035,0
13.97104281,67866.6944,0
11.90947092,38541.3937,0
13.32052162,64851.06206,0
15.07855362,81963.79456,0
12.88958655,57757.60346,0
13.30795138,64947.19087,0
13.31746032,64647.68977,0
12.78012065,44301.09605,0
15.59592863,70012.17801,0
12.83706216,50417.59132,0
13.49391247,80534.51582,0
13.59353612,70728.68792,0
13.79752577,75537.30721,0
13.83697135,78456.6837,0
14.02409639,76168.19788,0
13.34874966,70452.28419,0
12.32142228,45308.15494,0
15.14583333,52756.30252,0
13.25589102,45887.72727,0
14.84683653,75861.73285,0
15.50980392,90815.53398,0
12.34285144,42398.80412,0
13.0689013,59369.71831,0
13.18573798,55393.63242,0
12.37142857,55305.19481,0
12.41629956,39319.91342,0
14.2782475,67466.48045,0
13.11846405,58071.53076,0
14.4,59014.36782,0
12.64774579,52291.52374,0
12.51701783,43180.72289,0
12.39285714,54047.61905,0
13.58634347,52899.72423,0
13.02954988,50601.38227,0
12.81009615,51195.41376,0
13.02094818,50073.27189,0
14.62944162,66402.29885,0
13.06042074,54614.43582,0
14.23560209,59034.33476,0
13.15686275,48702.10896,0
14.39747899,64696.68588,0
13.69135802,47851.79641,0
13.4004914,63874.57627,0
11.80243031,36432.57217,0
12.16928128,40615.28662,0
14.39145907,50955.40797,0
12.72952854,48622.01646,0
12.37480315,44872.12644,0
13.19354839,36500,0
12.19188192,49700.72993,0
12.24997182,43470.75872,0
13.64781491,60938.22844,0
13.60714286,61121.38728,0
13.3,50787.62542,0
12.1929789,44830.76408,0
13.78521127,56123.22946,0
13.48275862,48212.01413,0
14.29889386,82311.15694,0
14.09172442,65565.99946,0
13.53918495,66507.08215,0
13.00280374,53753.18902,0
14.07185803,67532.21995,0
14.67682927,56732.02171,0
13.15972575,73866.33546,0
12.30952381,50244.18605,0
15.91111111,110288.835,0
12.98326515,65328.69128,0
13.91489362,44642.72837,0
13.02470741,49257.09001,0
12.62232416,44700.79213,0
12.50761679,48992.58613,0
12.95435031,47589.2159,0
12.52727273,47957.74648,0
13.40839387,70022.36652,0
13.98604427,58249.0295,0
13.06542373,53149.0566,0
12.72262946,51208.34218,0
13.47830986,54667.46872,0
12.36321304,39578.52077,0
13.46242775,50169.41176,0
12.16402116,45792.27053,0
12.85987261,44878.67647,0
13.89628681,64628.45583,0
13.02631579,38215.11628,0
13.23222972,43162.08694,0
14.01649485,51464.22182,0
14.19019555,67113.59185,0
13.54076891,56658.84058,0
13.48052651,53483.98942,0
13.6455755,55147.49431,0
14.41640706,70684.06072,0
14.70124427,88659.78661,0
15.72651836,91268.7491,0
12.54299517,43195.78059,0
11.85577758,38889.07423,0
13.43636364,45301.3245,0
12.76800472,43332.65306,0
12.62693603,44864.82472,0
12.64516129,50648.96989,0
12.06602254,36350.76122,0
12.78328173,43923.39833,0
12.46111111,47276.19048,0
12.29002246,39149.10286,0
11.95993837,35881.6092,0
12.85205918,47603.99091,0
12.5892575,45616.34349,0
13.57207101,47429.87744,0
12.11310345,38472.19003,0
12.57774706,41884.41825,0
12.0560166,41046.7128,0
11.95818815,27510.44776,0
12.62723601,37186.76151,0
12.34770115,39007.24638,0
13.96186353,60638.57868,0
12.5403794,39010.12872,0
11.83924843,33503.51494,0
13.03928457,38851.23807,0
12.11111111,34509.09091,0
13.10102822,46809.64877,0
13.86594203,62211.74377,0
13.79281768,57921.91142,0
14.06944444,54771.11111,0
13.0297619,38429.57746,0
13.81318681,54813.33333,0
13.76649746,54957.62712,0
12.55973451,41938.51215,0
13.02373247,39907.35146,0
13.04478126,45950.18294,0
11.76783555,36322.98137,0
12.2578019,36237.85311,0
13.12217659,40054.03987,0
12.62274368,31384.15044,0
12.70061728,31634.7424,0
12.62105263,36951.7134,0
12.50617284,34135.99062,0
15.12,54446.15385,0
14.51415094,56387.5,0
11.03570884,32967.08039,0
11.1744386,32298.19254,0
12.71782581,49095.69702,0
13.62553191,80236.52611,0
15.56331878,102935.0084,0
14.25318902,85289.307,0
13.70179949,71639.44467,0
13.14664804,60608,0
13.41270881,73524.71123,0
14.36117918,80917.8457,0
13.98465542,66944.77681,0
13.19800261,76648.86618,0
13.71919771,69302.23285,0
12.52593066,46179.40989,0
13.74216937,58046.51875,0
13.44376819,68847.30613,0
12.44318182,52556.28272,0
12.69418103,52326.01655,0
12.99710425,61264.9498,0
14.07076923,60456.81382,0
13.026603,52779.06299,0
13.06569683,51509.78386,0
13.56050955,61455.8011,0
13.02786885,46862.19975,0
13.39385066,61883.22581,0
12.59826317,48276.17866,0
13.4790174,55718.436,0
13.44630872,51941.61677,0
13.07272727,52209.79021,0
14.20576132,90410.94987,0
13.13915094,51644.79638,0
13.05637982,58512.8866,0
11.92014024,42516.21959,0
13.55444503,52503.45423,0
14.02797203,59629.23077,0
13.39254799,61029.99,0
12.74241403,46058.91425,0
13.21274238,44941.80427,0
12.11378738,45817.77778,0
13.26654921,50639.50893,0
12.15789474,52702.05479,0
14.99612102,76176.54639,0
12.38297872,45020.3575,0
13.59354839,44662.01117,0
14.03195876,63807.01754,0
14.41040462,53915.03058,0
13.51298701,45319.9446,0
12.64085667,44206.26312,0
13.82537388,54654.03341,0
13.70326409,68562.5,0
12.98567708,46859.74974,0
13.56923077,50683.33333,0
13.63076923,50049.26108,0
14.08854755,79256.18839,0
14.62557078,61911.32075,0
13.45362663,68205.33521,0
13.33098592,58213.64357,0
13.26004293,75487.07783,0
12.04751697,49726.74606,0
12.40636507,50721.1116,0
13.85098039,62281.69542,0
14.17515135,71428.46557,0
12.92535393,46908.66511,0
14.43650794,59446.70051,0
13.01373183,51471.41256,0
13.18699187,41395.70552,0
15.27586207,44488.88889,0
14.81378476,83998.56621,0
