id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,rank,name_and_rank
a80k9HCk4nxwvEYFILyBzw,el-patio-305-miami-5,El Patio 305,https://s3-media2.fl.yelpcdn.com/bphoto/H5cLpo_9TTTYHzI_nAQzFA/o.jpg,FALSE,https://www.yelp.com/biz/el-patio-305-miami-5?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,141,3.5,$$,+13058568525,(305) 856-8525,6024.254785414339,25.7508356,-80.2279722,2093 Coral Way,,,Miami,33145,US,FL,11,11. El Patio 305
miaqTcYBscknENcG5PTLTg,tierra-bomba-miami,Tierra Bomba,https://s3-media2.fl.yelpcdn.com/bphoto/OzPmHuZxLtd2-KwuqzMraA/o.jpg,FALSE,https://www.yelp.com/biz/tierra-bomba-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,40,3.5,$$,+13055998536,(305) 599-8536,6451.607290954196,25.8064007732538,-80.3126284173721,3399 NW 72nd Ave,,,Miami,33122,US,FL,12,12. Tierra Bomba
re1LGilvXcHTXEbac7RVdw,pan-paka-miami,Pan Paka,https://s3-media2.fl.yelpcdn.com/bphoto/emdKUv4Bb-d6iR4kWGaH9w/o.jpg,FALSE,https://www.yelp.com/biz/pan-paka-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,8,4,$,+13052674570,(305) 267-4570,4340.030634772222,25.733455,-80.32575,7991 SW 40th St,Ste 16,,Miami,33155,US,FL,13,13. Pan Paka
LnfOdmoc-2FnboWRnvyVzQ,juan-café-miami,Juan Café,https://s3-media1.fl.yelpcdn.com/bphoto/8WtxW8g3fUXJBahrBaoHWQ/o.jpg,FALSE,https://www.yelp.com/biz/juan-caf%C3%A9-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,11,3.5,$,+13054446118,(305) 444-6118,2788.934522399364,25.750144,-80.26039,288 Aragon Ave,Ste A,,Miami,33134,US,FL,14,14. Juan Café
544TSxBcdeySNO49G6oEzQ,gusos-latin-grill-doral,Guso's Latin Grill,https://s3-media1.fl.yelpcdn.com/bphoto/i0F8a3gnJaKEwUrg2UP-5A/o.jpg,FALSE,https://www.yelp.com/biz/gusos-latin-grill-doral?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,6,4.5,$,+13054181970,(305) 418-1970,6417.852109776786,25.8001209878799,-80.3247090737974,2645 NW 79th Ave,,,Doral,33122,US,FL,15,15. Guso's Latin Grill
pym2w77pt8prz1-M9ImM8A,tentaciones-gourmet-doral,Tentaciones Gourmet,https://s3-media1.fl.yelpcdn.com/bphoto/nyzxSmuxKQjriPWkMcPqpw/o.jpg,FALSE,https://www.yelp.com/biz/tentaciones-gourmet-doral?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,3,5,NA,+13056292644,(305) 629-2644,6279.166413248988,25.7978623927822,-80.3258108720183,2500 NW 79th Ave,Ste 100,,Doral,33122,US,FL,16,16. Tentaciones Gourmet
s41VXOKti0kAtCmSK16DiQ,marthas-courthouse-cafe-miami,Martha's Courthouse  Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/7PN1g1RJivS8mNFosNNrZA/o.jpg,FALSE,https://www.yelp.com/biz/marthas-courthouse-cafe-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,6,4,$,+13056353797,(305) 635-3797,7525.495150661316,25.80514,-80.240501,3136 NW 27AVE,,,Miami,33142,US,FL,17,17. Martha's Courthouse  Cafe
_mE2M_q0bl7UP_QCZ_qLdg,restaurante-monserrate-miami,Restaurante Monserrate,https://s3-media3.fl.yelpcdn.com/bphoto/ilNtSGYEP72VBU8PaVtcWQ/o.jpg,FALSE,https://www.yelp.com/biz/restaurante-monserrate-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,2,5,NA,+13055998536,(305) 599-8536,6387.498190538139,25.8059597015381,-80.3126983642578,3399 NW 72nd Ave,,,Miami,33122,US,FL,18,18. Restaurante Monserrate
EIac7a8Oo_5VkFJ1QwXe8A,la-cocina-de-martina-miami,La Cocina de Martina,https://s3-media1.fl.yelpcdn.com/bphoto/OVzGzDQc7Lqc9drH6-WGfw/o.jpg,FALSE,https://www.yelp.com/biz/la-cocina-de-martina-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,2,5,NA,+17865365795,(786) 536-5795,5521.932164824053,25.783664,-80.331245,8349 NW 12th St,NA,,Miami,33126,US,FL,19,19. La Cocina de Martina
MaDFSV1mCxo-_ctbXOstAQ,las-marias-miami,Las Marias,https://s3-media2.fl.yelpcdn.com/bphoto/3u4ZWaFPAXeYNwYx3sX6dQ/o.jpg,FALSE,https://www.yelp.com/biz/las-marias-miami?adjust_creative=e0hlpMBG8jmVFXszIoUqvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e0hlpMBG8jmVFXszIoUqvg,1,5,NA,+13052097562,(305) 209-7562,6456.216845159802,25.7658282132449,-80.22527307439,1831 SW 8th St,,NA,Miami,33135,US,FL,20,20. Las Marias
