"","X","Y"
"226",139.628998,129.983994
"227",147.276993,106.360001
"228",541.437012,127.388
"229",400.450989,123.732002
"230",218.242996,155.307007
"231",202.481003,72.197998
"232",168.029999,261.265991
"233",619.125,69.594002
"234",436.709991,270.841003
"235",154.612,215.951996
"236",80.824997,214.630997
"237",371.253998,171.539993
"238",424.859009,180.199997
"239",93.010002,97.033997
"240",189.403,262.306
"241",523.78302,156.403
"242",381.270996,68.849998
"243",256.622009,247.914993
"244",149.822006,273.040985
"245",183.729996,260.953003
"246",331.835999,118.959999
"247",424.648987,195.048996
"248",220.880997,157.615005
"249",285.415985,275.282013
"250",269.653015,164.266006
"251",291.615997,250.156998
"252",414.29599,274.463989
"253",537.828979,47.889999
"254",460.194,53.077
"255",554.737,172.768997
"256",434.062988,300.112
"257",501.873993,52.792999
"258",227.223999,158.391998
"259",373.740997,163.035995
"260",288.677002,27.166
"261",280.084991,239.257004
"262",277.212006,143.406006
"263",422.904999,216.330994
"264",271.049988,123.362999
"265",616.098999,180.867004
"266",259.847992,138.880997
"267",264.355988,244.201996
"268",515.554016,127.195
"269",83.997002,48.472
"270",539.46698,94.116997
"271",143.669998,124.126999
"272",414.031006,205.598007
"273",565.843994,142.675003
"274",137.481995,266.582001
"275",167.115997,273.621002
"276",527.073975,153.166
"277",563.408997,113.121002
"278",161.460007,81.219002
"279",369.475006,192.703003
"280",399.17099,173.389999
"281",200.938004,48.734001
"282",537.911011,236.192001
"283",191.440002,74.565002
"284",495.971985,148.302002
"285",73.046997,69.907997
"286",87.688004,201.998993
"287",88.924004,82.487
"288",157.251999,125.512001
"289",315.095001,66.235001
"290",558.547974,54.449001
"291",221.785995,266.627014
"292",405.84201,221.520004
"293",246.720001,238.214996
"294",584.500977,196.108994
"295",556.919983,55.391998
"296",518.387024,180.201996
"297",225.216003,143.942001
"298",354.427002,241.690002
"299",507.591003,78.817001
"300",352.20401,183.115997
"301",488.375,60.949001
"302",544.979004,153.479004
"303",616.434998,71.612
"304",229.091995,122.441002
"305",497.333008,164.130997
"306",133.772003,267.609985
"307",337.778015,139.572998
"308",466.364014,264.540009
"309",106.292999,108.943001
"310",370.031006,59.179001
"311",543.580994,123.599998
"312",415.417999,45.092999
"313",201.082993,207.113998
"314",384.669006,200.022995
"315",385.501007,138.544006
"316",533.127014,122.262001
"317",213.602997,212.639008
"318",69.389999,58.306999
"319",323.786987,76.212997
"320",259.072998,275.682007
"321",296.312012,71.641998
"322",268.604004,245.287994
"323",382.76001,280.609009
"324",379.268005,203.692993
"325",91.367996,73.508003
"326",67.342003,162.850006
"327",458.799988,130.406006
"328",344.020996,118.731003
"329",360.390015,211.813004
"330",274.824005,156.925003
"331",528.940002,69.174004
"332",423.186005,247.751999
"333",576.202026,111.948997
"334",176.014999,265.403992
"335",343.785004,130.516998
"336",116.119003,69.620003
"337",326.781006,68.027
"338",347.412994,225
"339",534.888,213.373993
"340",192.593994,177.709
"341",154.552002,83.040001
"342",153.337997,174.563995
"343",159.705994,266.638
"344",542.564026,168.457993
"345",197.910995,186.554001
"346",418.17099,128.664001
"347",153.492004,279.490997
"348",389.442993,142.231995
"349",90.458,148.664993
"350",375.487,46.979
"351",150.059006,244.690002
"352",264.854004,215.569
"353",146.003006,159.863007
"354",405.240997,69.778
"355",460.355988,67.176003
"356",467.384003,180.947006
"357",403.097992,110.321999
"358",513.35498,118.450996
"359",425.588013,61.138
"360",142.858002,48.988998
"361",37.889,71.115997
"362",284.421997,254.266006
"363",494.171997,63.683998
"364",107.035004,285.39801
"365",228.774002,69.528
"366",461.820007,274.221985
"367",387.880005,274.058014
"368",134.992996,212.268005
"369",221.289993,96.490997
"370",73.656998,65.095001
"371",594.406982,213.654999
"372",133.477005,224.636993
"373",517.346008,295.872009
"374",67.880997,256.184998
"375",505.94101,58.592999
"376",542.096985,184.729996
"377",223.242004,319.335999
"378",530.497009,46.639999
"379",213.016006,128.927002
"380",205.339005,156.645004
"381",233.565994,237.539993
"382",410.61499,258.216003
"383",153.492004,180.065002
"384",141.671005,76.371002
"385",524.552979,165.862
"386",467.213989,264.063995
"387",148.020004,164.328995
"388",558.39801,81.553001
"389",400.393005,219.720001
"390",350.661011,139.520996
"391",525.979004,82.227997
"392",215.945007,177.509995
"393",286.675995,235.270004
"394",280.404999,215.078995
"395",223.25,261.005005
"396",119.319,46.569
"397",290.911987,272.585999
"398",378.197998,259.619995
"399",138.457001,47.669998
"400",403.605988,44.676998
"401",344.88501,130.862
"402",447.528992,259.095001
"403",209.339005,95.320999
"404",554.960999,217.300995
"405",145.307999,85.190002
"406",72.981003,83.260002
"407",392.256012,170.957001
"408",79.999001,186.679993
"409",130.169006,226.162003
"410",149.199005,263.166992
"411",219.119003,182.085999
"412",206.257004,251.033005
"413",371.321991,209.391006
"414",565.026001,124.320999
"415",178.876007,74.915001
"416",293.772003,203.164993
"417",270.893005,161.320999
"418",80.167999,194.880005
"419",204.113007,153.132996
"420",383.213989,247.852997
"421",259.765015,126.155998
"422",419.657013,65.945
"423",634.95697,52.854
"424",431.48999,264.490997
"425",406.997986,246.190002
"426",277.989014,205.149994
"427",630.380005,115.349998
"428",554.848022,85.685997
"429",66.374001,127.314003
"430",344.822998,55.803001
"431",412.153992,78.268997
"432",330.069,281.016998
"433",260.335999,178.317993
"434",147.856003,264.792999
"435",149.651001,152.238007
"436",387.100006,50.096001
"437",446.381989,85.061996
"438",129.001007,275.303986
"439",77.414001,158.490997
"440",153.929993,126.665001
"441",631.591003,312.364014
"442",204.826996,270.390991
"443",137.516998,108.778999
"444",94.353996,215.957001
"445",228.216003,240.671005
"446",401.636993,105.727997
"447",322.621002,78.266998
"448",94.740997,52.375999
"449",291.479004,134.822006
"450",417.811005,101.587997
"451",227.434998,248.345993
"452",280.471008,257.467987
"453",560.133972,192.854004
"454",147.063995,258.054993
"455",369.890991,64.986
"456",290.598999,211.242996
"457",192.132996,48.195
"458",88.632004,193.701996
"459",229.731995,82.603996
"460",123.041,85.126999
"461",410.179993,209.501007
"462",279.605988,184.710007
"463",394.18399,66.891998
"464",133.354004,133.917999
"465",350.710999,187.367004
"466",147.923004,165.705002
"467",363.25,92.216003
"468",291.717987,209.781998
"469",290.598999,72.655998
"470",561.961975,87.594002
"471",152.576004,47.124001
"472",332.548004,135.455994
"473",556.088989,23.540001
"474",352.761993,138.619995
"475",191.360992,182.649002
"476",484.556,160.296997
"477",167.651001,259.893005
"478",61.632999,86.042
"479",460.877991,251.679993
"480",200.839996,169.128006
"481",394.834015,130.863007
"482",201.585007,198.490997
"483",215.080002,117.962997
"484",215.751007,151.001999
"485",220.951996,71.133003
"486",347.066986,245.574997
"487",126.486,142.093002
"488",46.026001,144.738998
"489",164.130005,54.817001
"490",550.028992,117.911003
"491",426.225006,270.431
"492",519.531006,129.794006
"493",379.121002,254.880997
"494",572.763,90.348999
"495",542.702026,171.485992
"496",533.586975,193.600006
"497",353.604004,121.234001
"498",153.576996,225.175003
"499",131.817993,196.412994
"500",338.05899,70.676003
"501",502.424988,53.132
"502",279.088989,245.427002
"503",424.962006,273.664001
"504",541.892029,207.897003
"505",288.18399,263.428986
"506",363.826996,265.306
"507",434.536011,247.975006
"508",51.202,180.126007
"509",306.924011,75.287003
"510",357.174988,95.026001
"511",550.997009,243.845993
"512",225.037994,176.438995
"513",494.727997,143.432007
"514",350.782013,45.568001
"515",208.753006,164.190994
"516",534.01001,104.303001
"517",523.877991,92.525002
"518",208.278,130.828003
"519",571.586975,223.679993
"520",421.787994,65.191002
"521",152.783997,150.059998
"522",478.484985,226.632996
"523",388.643005,121.815002
"524",145.311005,193.748993
"525",336.640015,148.960999
"526",147.826996,77.153
"527",217.384003,96.015999
"528",83.202003,190.785004
"529",300.020996,75.655998
"530",509.886993,134.425003
"531",258.350006,256.755005
"532",289.981995,171.156006
"533",326.080994,125.185997
"534",234.962997,71.139999
"535",476.751007,215.145996
"536",266.122009,269.040009
"537",155.977005,77.837997
"538",420.946014,145.487
"539",509.15799,93.235001
"540",269.450012,56.583
"541",280.295013,194.453003
"542",216.378006,255.731995
"543",354.207001,259.140015
"544",600.408997,163.735001
"545",308.860992,64.675003
"546",550.971985,215.511002
"547",277.112,200.835999
"548",504.631989,119.873001
"549",558.010986,213.445999
"550",218.720001,179.431
"551",279.444,193.005997
"552",223.893997,202.671005
"553",133.828003,129.865005
"554",110.658997,48.998001
"555",483.613007,236.253998
"556",415.625,270.712006
"557",467.177002,160.785995
"558",409.834991,184.817001
"559",88.905998,177.535004
"560",234.054001,69.396004
"561",142.123001,234.205002
"562",511.355011,95.764999
"563",399.602997,81.339996
"564",276.673004,242.270996
"565",334.145996,284.044006
"566",374.618011,81.621002
"567",80.271004,83.589996
"568",516.802979,178.257996
"569",207.089996,70.063004
"570",523.570984,169.845993
"571",413.61499,53.313
"572",556.515015,102.584999
"573",473.569,57.638
"574",549.434998,209.464005
"575",371.696991,272.552002
"576",529.762024,76.723
"577",205.227005,246.667999
"578",226.210999,145.084
"579",363.537994,99.552002
"580",384.506989,114.07
"581",184.154007,271.151001
"582",179.343002,85.667999
"583",384.100006,102.047997
"584",408.506989,43.807999
"585",402.252014,213.078995
"586",361.721985,242.738007
"587",116.975998,82.376999
"588",458.589996,289.985992
"589",566.192017,235.923996
"590",212.968002,111.195
"591",521.856018,119.299004
"592",197.768997,154.940994
"593",294.106995,256.372009
"594",407.635986,67.966003
"595",217.485001,190.593994
"596",142.425003,169.315002
"597",213.615997,144.544998
"598",281.667999,64.197998
"599",316.954987,53.68
"600",611.901001,94.149002
"601",515.020996,205.440002
"602",561.765015,185.145996
"603",290.115997,119.855003
"604",148.061005,151.300003
"605",238.884003,251.554001
"606",187.235992,251.003998
"607",421.539001,206.070007
"608",499.835999,182.498001
"609",333.296997,67.385002
"610",395.483002,272.714996
"611",80.970001,216.709
"612",425.303009,252.940994
"613",419.815002,259.23999
"614",198.391006,122.152
"615",547.830994,197.477005
"616",358.085999,59.120998
"617",422.625,108.047997
"618",82.024002,94.299004
"619",393.753998,156.300003
"620",386.412994,207.781006
"621",330.976013,247.005005
"622",525.497009,303.834991
"623",211.923996,296.119995
"624",472.796997,65.192001
"625",550.546997,256.924988
"626",86.282997,66.420998
"627",482.707001,274.638
"628",322.53299,65.028999
"629",84.397003,199.468002
"630",323.148987,25.094
"631",132.520996,198.968002
"632",519.080994,192.126999
"633",203.091003,178.294006
"634",264.011993,247.957993
"635",342.73999,280.429993
"636",287.651001,69.626999
"637",353.446991,109.286003
"638",513.723022,166.886002
"639",173.960999,83.422997
"640",72.469002,113.908997
"641",446.248993,123.561996
"642",398.233002,134.742004
"643",158.584,242.587006
"644",493.072998,129.182007
"645",495.589996,133.186996
"646",70.125999,94.394997
"647",224.886002,114.946999
"648",364.424988,60.943001
"649",491.794006,52.014
"650",226.804001,113.419998
"651",109.516998,281.654999
"652",559.000977,142.850998
"653",78.025002,187.731003
"654",203.026001,275.708008
"655",353.218994,281.036987
"656",197.681,245.843002
"657",554.23999,65.097
"658",63.910999,59.245998
"659",60.265999,66.891998
"660",286.356995,255.755005
"661",455.713989,257.77301
"662",273.742004,106.527
"663",215.921997,200.166
"664",205.102005,215.964005
"665",432.222992,275.735992
"666",516.307983,68.135002
"667",550.304016,222.013
"668",486.712006,71.212997
"669",229.923996,157.998001
"670",492.848999,72.718002
"671",292.390991,244.164993
"672",325.304993,280.856995
"673",216.548996,140.222
"674",418.191986,215.598007
"675",200.798996,201.182999
"676",284.628998,204.289993
"677",268.850006,245.106995
"678",220.207001,121.188004
"679",173.811005,130.487
"680",517.593994,96.477997
"681",261.165009,194.832993
"682",61.004002,79.416
"683",71.369003,203.860001
"684",414.985992,318.35199
"685",347.06601,271.846985
"686",69.879997,215.567001
"687",149.654999,235.921997
"688",264.697998,231.712006
"689",500.373993,71.337997
"690",351.678009,62.953999
"691",575.268982,93.380997
"692",260.190002,140.643005
"693",602.716003,73.910004
"694",542.15802,47.146999
"695",88.399002,212.442993
"696",220.291,210.705994
"697",358.910004,149.916
"698",62.165001,168.395004
"699",75.541,166.697006
"700",150.848007,125.786003
"701",107.167999,70.819
"702",337.408997,268.332001
"703",64.656998,54.803001
"704",77.250999,200.845993
"705",397.515015,157.147003
"706",412.722992,137.779999
"707",495.94101,81.677002
"708",540.796997,108.445999
"709",175.75,85.949997
"710",545.314026,106.725998
"711",207.867004,243.158005
"712",224.746994,123.254997
"713",397.416992,57.348999
"714",514.872009,185.130997
"715",458.994995,262.931
"716",345.528992,99.792999
"717",69.801003,59.326
"718",39.441002,88.051003
"719",83.351997,177.712997
"720",78.885002,178.132004
"721",491.756989,156.936996
"722",127.081001,66.050003
"723",329.660004,278.60199
"724",569.869019,245.238007
"725",197.643005,139.957993
"726",201.464005,47.782001
"727",108.600998,61.827
"728",156.992004,124.171997
"729",161.731995,186.490005
"730",104.151001,69.682999
"731",18.002001,296.273987
"732",196.171005,268.661011
"733",127.225998,129.434998
"734",416.785004,58.724998
"735",518.163025,70.306
"736",268.174011,79.152
"737",514.856018,203.009003
"738",349.291992,67.573997
"739",146.664001,125.167
"740",398.970001,186.104004
"741",368.382996,73.976997
"742",380.351013,271.920013
"743",102.271004,49.522999
"744",75.186996,122.783997
"745",348.200989,239.960999
"746",344.229004,97.662003
"747",535.874023,44.970001
"748",287.667999,198.733994
"749",524.596985,99.435997
"750",588.155029,158.102997
"751",569.565979,232.117004
"752",267.022003,214.466995
"753",559.560974,225.188004
"754",277.98999,217.576004
"755",403.419006,272.483002
"756",201.537994,186.804001
"757",60.66,56.916
"758",153.214005,164.862
"759",419.57901,109.931
"760",208.244995,76.134003
"761",408.86499,193.317001
"762",504.252991,180.143997
"763",410.326996,249.085007
"764",147.830002,143.212006
"765",339.816986,156.126999
"766",358.972992,71.460999
"767",489.144989,165.707001
"768",537.526001,210.845993
"769",391.471985,267.17099
"770",85.792,73.969002
"771",108.281998,81.346001
"772",388.528015,114.938004
"773",131.455994,51.793999
"774",399.669006,136.671997
"775",199.119003,108.886002
"776",209.731003,160.802002
"777",275.144012,275.937988
"778",79.378998,48.553001
"779",251.617996,35.381001
"780",473.178009,247.636993
"781",558.518982,178.298996
"782",541.971008,60.064999
"783",65.866997,198.910004
"784",92.308998,56.043999
"785",455.014008,121.047997
"786",325.46701,124.002998
"787",215.561996,55.317001
"788",553.903015,101.418999
"789",368.52301,205.615997
"790",379.074005,243.886993
"791",271.563995,190.699997
"792",205.973007,156.248993
"793",390.679993,191.052002
"794",361.024994,80.888
"795",434.574005,273.130005
"796",571.200989,76.891998
"797",242.837997,254.589996
"798",274.69101,157.699997
"799",151.520996,79.5
"800",478.622986,275.459991
"801",125.752998,175.505005
"802",480.188995,74.162003
"803",459.398987,253.910995
"804",276.158997,117.309998
"805",104.445,49.827
"806",548.474976,75.564003
"807",73.333,151.212997
"808",492.437988,130.692001
"809",481.21701,78.433998
"810",561.666992,185.233002
"811",496.875,132.725006
"812",499.799988,76.371002
"813",569.189026,113.514
"814",560.177979,71.476997
"815",467.709015,68.916
"816",468.290009,194.759003
"817",475.63501,236.895996
"818",412.936005,212.712997
"819",53.092999,193.820007
"820",415.333008,135.024994
"821",523.486023,123.114998
"822",390.170013,155.220993
"823",397.838989,115.135002
"824",554.36499,184.050003
"825",543.265991,126.736
"826",404.246002,123.978996
"827",342.388,146.858994
"828",533.778992,291.338013
"829",171.475998,135.807007
"830",283.355011,111.435997
"831",219.481003,239.173996
"832",80.915001,190.139999
"833",259.615997,206.378998
"834",79.947998,173.320999
"835",404.882996,280.912994
"836",169.630005,257.894989
"837",557.150024,136.397995
"838",87.739998,107.651001
"839",147.914001,251.274002
"840",217.024994,56.208
"841",422.678986,276.143005
"842",527.645996,187.477005
"843",24.549999,153.837006
"844",557.478027,113.740997
"845",84.288002,91.324997
"846",363.106995,266.285004
"847",417.22699,118.391998
"848",346.876007,273.544006
"849",255.119003,254.615005
"850",216.022003,131.951004
"851",94.652,150.251007
"852",260.204987,112.299004
"853",276.118988,133.020004
"854",311.315002,226.981995
"855",337.334015,37.743
"856",162.988007,254.934006
"857",524.322021,212.404007
"858",61.886002,159.761993
"859",364.261993,154.380997
"860",221.966003,84.364998
"861",218.026993,189.225006
"862",173.145996,273.541992
"863",582.20697,73.765999
"864",91.334999,113.989998
"865",472.984985,190.003006
"866",214.585007,163.477997
"867",546.085022,237.442993
"868",339.459015,153.664993
"869",315.105988,58.258999
"870",363.917999,195.026001
"871",349.798004,127.554001
"872",153.468994,171.591995
"873",501.613007,142.602997
"874",503.001007,49.285
"875",136.839005,118.945999
"876",247.244003,248.746002
"877",259.307007,124.203003
"878",198.033997,79.151001
"879",284.037994,222.837006
"880",483.968994,278.884003
"881",453.713989,266.859985
"882",499.847992,141.688004
"883",63.425999,81.056
"884",196.304993,105.212997
"885",487.638,149.632004
"886",402.792999,136.733994
"887",259.285004,271.830994
"888",388.744995,198.365997
"889",552.002991,144.520996
"890",306.714996,44.196999
"891",204.764999,178.604004
"892",493.494995,80.028
"893",536.958984,237.682999
"894",541.557007,170.906006
"895",373.123993,191.567993
"896",143.996994,260.290985
"897",547.747986,260.786987
"898",145.412994,134.020996
"899",221.483002,117.691002
"900",143.759995,62.851002
"901",86.468002,276.190002
"902",59.905998,134.464996
"903",318.588013,75.400002
"904",263.645996,267.212006
"905",386.377991,180.393997
"906",210.033997,137.121994
"907",542.030029,218.656998
"908",380.540009,217.587997
"909",375.549011,212.608994
"910",374.455994,184.884003
"911",486.789001,147.376007
"912",315.803009,45.083
"913",195.440994,128.903
"914",183.462006,56.708
"915",264.289001,199.216995
"916",406.705994,139.324005
"917",384.28299,241.572998
"918",565.38501,246.927002
"919",94.456001,79.461998
"920",354.704987,148.160004
"921",134.035004,270.359985
"922",131.587006,267.355011
"923",177.085999,109.454002
"924",336.108002,276.117004
"925",394.166992,252.934006
"926",195.988998,197.908997
"927",63.659,163.309998
"928",71.400002,139.912994
"929",182.016998,81.099998
"930",288.480988,259.296997
"931",227.679001,139.279999
"932",545.689026,74.203003
"933",504.901001,141.692001
"934",414.643005,184.557007
"935",384.815002,243.263
"936",347.087006,50.041
"937",541.625,241.244003
"938",34.453999,60.84
"939",127.347,137.867996
"940",199.274994,276.578003
"941",344.223999,261.820007
"942",250.341995,113.584
"943",195.014008,185.796997
"944",539.117981,199.539001
"945",410.959015,150.048004
"946",220.807007,87.945999
"947",267.444,72.261002
"948",549.86499,241.712006
"949",509.84201,177.705002
"950",318.591003,73.925003
"951",190.848999,242.914993
"952",190.147995,101.681999
"953",532.143982,169.727005
"954",224.807999,243.447998
"955",519.390015,176.703003
"956",86.320999,301.343994
"957",215.886993,298.308014
"958",222.153,239.231003
"959",410.338989,254.328995
"960",418.156006,210.190002
"961",272.950012,254.606003
"962",519.544983,129.738007
"963",206.800995,144.410995
"964",566.065002,115.460999
"965",556.976013,179.287003
"966",121.503998,67.869003
"967",150.147003,76.747002
"968",466.763,153.809006
"969",208.807999,165.647003
"970",222.160995,138.462997
"971",377.394012,80.366997
"972",206.891998,310.901001
"973",528.758972,67.716003
"974",262.395996,204.210007
"975",129.417007,168.610001
"976",552.682983,175.132004
"977",214.535004,119.445999
"978",557.208008,79.646004
"979",530.965027,63.236
"980",418.444,200.322006
"981",238.046997,261.703003
"982",201.216995,265.071014
"983",188.839005,251.475998
"984",166.651001,47.139
"985",264.700989,49.109001
"986",348.708008,264.786011
"987",421.765015,147.291
"988",205.848007,124.319
"989",401.527008,94.902
"990",224.154999,203.641998
"991",525.804016,300.696991
"992",315.52301,47.176998
"993",466.584015,159.522003
"994",156.130005,234.998993
"995",40.594002,101.440002
"996",421.078003,169.317001
"997",347.307007,94.456001
"998",377.410004,275.057007
"999",228.194,60.68
"1000",340.109985,47.505001
"1001",405.384003,43.504002
"1002",128.266006,110.805
"1003",258.290985,271.580994
"1004",463.856995,277.718994
"1005",143.759995,173.414993
"1006",337.942993,79.388
"1007",208.768005,191.119995
"1008",218.173996,169.869995
"1009",440.354004,71.042
"1010",567.440002,254.651001
"1011",120.374001,69.637001
"1012",291.014008,43.139999
"1013",142.110992,79.348999
"1014",281.903015,275.22699
"1015",65.189003,194.559006
"1016",265.601013,240.356003
"1017",205.205994,50.705002
"1018",72.793999,78.227997
"1019",140.843994,137.300003
"1020",190.787994,75.969002
"1021",278.528015,81.328003
"1022",517.685974,307.463013
"1023",415.431,255.132004
"1024",90.285004,88.481003
"1025",283.963013,174.406998
"1026",418.147003,122.464996
"1027",410.947998,205.373001
"1028",548.560974,176.337997
"1029",39.835999,88.721001
"1030",567.103027,216.972
"1031",67.875,208.449005
"1032",377.470001,212.735992
"1033",211.216995,107.484001
"1034",232.098007,257.044006
"1035",570.518005,251.044006
"1036",537.054016,99.599998
"1037",492.821991,151.567993
"1038",126.899002,163.570999
"1039",514.879028,227.257004
"1040",560.119019,189.216995
"1041",294.914001,120.578003
"1042",163.871994,153.645996
"1043",254.251999,245.615005
"1044",422.705994,177.880997
"1045",22.136999,23.497
"1046",153.044006,226.544006
"1047",395.057007,50.816002
"1048",404.819,250.744003
"1049",468.674011,165.483994
"1050",387.946014,78.324997
"1051",211.729996,245.554001
"1052",495.527008,79.615997
"1053",540.445007,180.337006
"1054",190.520996,179.966003
"1055",67.156998,178.634003
"1056",174.126999,227.546005
"1057",487.325012,73.154999
"1058",338.960999,262.145996
"1059",327.824005,76.202003
"1060",264.787994,148.671997
"1061",322.578003,298.976013
"1062",411.800995,149.751999
"1063",456.819,125.885002
"1064",545.801025,167.888
"1065",381.320007,258.931
"1066",77.082001,148.806
"1067",438.204987,247.067001
"1068",277.218994,217.201996
"1069",153.108002,141.307999
"1070",72.744003,176.619995
"1071",78.191002,153.042999
"1072",385.003998,255.348999
"1073",364.959991,114.801003
"1074",84.213997,146.274994
"1075",357.401001,141.966995
"1076",392.569,209.085999
"1077",272.730988,209.087997
"1078",513.607971,131.033005
"1079",287.791992,55.098999
"1080",281.523987,240.626999
"1081",383.039001,244.184998
"1082",548.19397,65.577003
"1083",200.832993,190.582001
"1084",576.046021,184.591995
