animal,weight,animal_type
Dog,38.5791814956885,Dogs
Dog,42.09563196322498,Dogs
Dog,37.937543788453524,Dogs
Dog,29.163804063468508,Dogs
Dog,44.070504721087474,Dogs
Dog,36.906519683692025,Dogs
Dog,59.6648448092043,Dogs
Dog,40.10363321520588,Dogs
Dog,34.317633537330394,Dogs
Dog,33.7064429885878,Dogs
Dog,36.426484368613096,Dogs
Dog,21.94678440080516,Dogs
Dog,46.64621089227313,Dogs
Dog,43.139883600329966,Dogs
Dog,60.06011772150124,Dogs
Dog,35.2174094503584,Dogs
Dog,13.54480371408544,Dogs
Dog,41.12683692383699,Dogs
Dog,45.58315679321999,Dogs
Dog,46.67662248979548,Dogs
Dog,30.02134549990997,Dogs
Dog,61.11054275984752,Dogs
Dog,47.61759304229854,Dogs
Dog,41.9978929304627,Dogs
Dog,40.75482496779148,Dogs
Dog,48.4079929796447,Dogs
Dog,34.36298280179857,Dogs
Dog,21.763053551159352,Dogs
Dog,44.129272222397795,Dogs
Dog,25.74110880356901,Dogs
Dog,39.024340441057646,Dogs
Dog,41.48681778447125,Dogs
Dog,41.98071507073352,Dogs
Dog,38.78237525706812,Dogs
Dog,41.6464389504797,Dogs
Dog,31.370493945425526,Dogs
Dog,25.501412603016313,Dogs
Dog,32.91597344397098,Dogs
Dog,38.83168959634826,Dogs
Dog,50.09928514658844,Dogs
Dog,41.48790402156207,Dogs
Dog,31.376070978305904,Dogs
Dog,35.03521789566395,Dogs
Dog,39.20884769717355,Dogs
Dog,39.61408621995571,Dogs
Dog,61.32165481519476,Dogs
Dog,27.03573454755594,Dogs
Dog,44.0645362707847,Dogs
Dog,38.502767676031326,Dogs
Dog,55.37494556085848,Dogs
Dog,35.22674695060167,Dogs
Dog,46.66165413720934,Dogs
Dog,42.389896234431404,Dogs
Dog,21.611107189137652,Dogs
Dog,53.532773372393834,Dogs
Dog,39.37347864662584,Dogs
Dog,46.235049586020274,Dogs
Dog,35.35308214746335,Dogs
Dog,37.54089648314934,Dogs
Dog,48.80350873846049,Dogs
Dog,37.1057872168343,Dogs
Dog,45.03791713997434,Dogs
Dog,39.97663977611275,Dogs
Dog,36.3431923524675,Dogs
Dog,47.50873288270103,Dogs
Dog,30.699308907576846,Dogs
Dog,52.03051511644215,Dogs
Dog,43.33170926955371,Dogs
Dog,21.471525643457905,Dogs
Dog,34.59574028780368,Dogs
Dog,36.578059768756475,Dogs
Dog,45.707374992836705,Dogs
Dog,45.047834241054154,Dogs
Dog,43.75137214236368,Dogs
Dog,53.47301531629314,Dogs
Dog,22.018353363436006,Dogs
Dog,46.57698494751834,Dogs
Dog,30.650580402409318,Dogs
Dog,30.260784208476515,Dogs
Dog,51.27914763105194,Dogs
Dog,41.4520834799377,Dogs
Dog,59.98706744579589,Dogs
Dog,29.006425516486278,Dogs
Dog,32.98832864899891,Dogs
Dog,29.843824394498217,Dogs
Dog,23.69215632067811,Dogs
Dog,53.738073683626595,Dogs
Dog,28.83260547876659,Dogs
Dog,40.59106079923145,Dogs
Dog,24.578489487223933,Dogs
Dog,55.05841258750425,Dogs
Dog,46.924575457164025,Dogs
Dog,56.500005736102366,Dogs
Dog,46.7861663052565,Dogs
Dog,49.16741307666681,Dogs
Dog,41.23449341679956,Dogs
Dog,38.78647394524873,Dogs
Dog,42.73376373418334,Dogs
Dog,26.056505449624495,Dogs
Dog,42.54881049387987,Dogs
Dog,24.418346490259992,Dogs
Dog,46.68937371413148,Dogs
Dog,18.026668916655698,Dogs
Dog,47.77507750447047,Dogs
Dog,46.43788068959432,Dogs
Dog,50.20547239092396,Dogs
Dog,48.55593817476091,Dogs
Dog,29.325759064471114,Dogs
Dog,47.87651811917412,Dogs
Dog,38.51986705992226,Dogs
Dog,39.35181024095087,Dogs
Dog,25.11375313248642,Dogs
Dog,35.35317797270766,Dogs
Dog,34.58380591978633,Dogs
Dog,35.67552404082205,Dogs
Dog,62.72206552158778,Dogs
Dog,38.09943743475455,Dogs
Dog,41.43414714713534,Dogs
Dog,40.00609585474097,Dogs
Dog,32.112944646425305,Dogs
Dog,38.66256831618124,Dogs
Dog,39.745029097838604,Dogs
Dog,45.81781885827261,Dogs
Dog,38.43373040615909,Dogs
Dog,37.34802130235006,Dogs
Dog,36.20772478453668,Dogs
Dog,31.621307055192442,Dogs
Dog,45.72453175657803,Dogs
Dog,39.50465888865914,Dogs
Dog,8.812055000158978,Dogs
Dog,36.921657168228826,Dogs
Dog,55.15419892765922,Dogs
Dog,42.59574549058072,Dogs
Dog,30.29063374366016,Dogs
Dog,44.82512478700443,Dogs
Dog,49.09622298132767,Dogs
Dog,39.199623472351064,Dogs
Dog,50.1237039379714,Dogs
Dog,26.74078821416176,Dogs
Dog,24.89561472524855,Dogs
Dog,39.41028354759998,Dogs
Dog,26.96620077208404,Dogs
Dog,49.14647300194907,Dogs
Dog,42.24784118221025,Dogs
Dog,60.9061989730435,Dogs
Dog,24.862756015069262,Dogs
Dog,37.00844244765175,Dogs
Dog,40.4175051112266,Dogs
Dog,39.876965487963886,Dogs
Dog,28.848307614497482,Dogs
Dog,27.279552882722456,Dogs
Dog,37.00466773901983,Dogs
Dog,47.36990774878043,Dogs
Dog,31.829235958896707,Dogs
Dog,63.87645509782358,Dogs
Dog,13.122048530330854,Dogs
Dog,33.165094349068085,Dogs
Dog,48.757242212948576,Dogs
Dog,26.62055506501799,Dogs
Dog,35.818760334263835,Dogs
Dog,43.98352286471294,Dogs
Dog,34.069090180732424,Dogs
Dog,40.65168298850447,Dogs
Dog,28.843042361282556,Dogs
Dog,42.48717257368692,Dogs
Dog,36.121699355699974,Dogs
Dog,44.829251852492035,Dogs
Dog,31.269837123429983,Dogs
Dog,30.560095347034597,Dogs
Dog,19.633346651888594,Dogs
Dog,57.676626043333,Dogs
Dog,35.95544786305989,Dogs
Dog,54.29901274696965,Dogs
Dog,52.98126755832465,Dogs
Dog,40.646505428732425,Dogs
Dog,41.45780379109248,Dogs
Dog,34.91109581553368,Dogs
Dog,40.09039643487335,Dogs
Dog,47.166530728559756,Dogs
Dog,48.57368395937924,Dogs
Dog,34.605829110065635,Dogs
Dog,38.58606289244235,Dogs
Dog,37.48903629189405,Dogs
Dog,46.781326496137346,Dogs
Dog,51.877471512966594,Dogs
Dog,44.627405906832465,Dogs
Dog,58.181205784706236,Dogs
Dog,36.57374622348037,Dogs
Dog,60.578715459400186,Dogs
Dog,49.97254524286662,Dogs
Dog,53.64348743481402,Dogs
Dog,46.74412859895699,Dogs
Dog,34.48315444511385,Dogs
Dog,39.054613020362154,Dogs
Dog,32.33392762237386,Dogs
Dog,41.658095271733856,Dogs
Dog,38.12834472179978,Dogs
Dog,40.141098851103806,Dogs
Dog,35.36727038161077,Dogs
Dog,34.41264061481983,Dogs
Dog,38.87403119868502,Dogs
Dog,62.753383695348305,Dogs
Dog,38.289440493362065,Dogs
Dog,35.95583820691062,Dogs
Dog,31.290632476551473,Dogs
Dog,44.171905675618405,Dogs
Dog,44.25510588807927,Dogs
Dog,20.68068731197996,Dogs
Dog,35.17302808573459,Dogs
Dog,41.901786462851284,Dogs
Dog,36.41530149403205,Dogs
Dog,63.7221735429822,Dogs
Dog,37.56167724556921,Dogs
Dog,49.334323513539225,Dogs
Dog,40.308095517582494,Dogs
Dog,41.28195107655175,Dogs
Dog,34.29433886821275,Dogs
Dog,36.529191501083496,Dogs
Dog,45.77530626067898,Dogs
Dog,41.094374242314736,Dogs
Dog,30.874664597754144,Dogs
Dog,48.83112075707127,Dogs
Dog,29.45556009488022,Dogs
Dog,38.782777901878596,Dogs
Dog,44.032205187109795,Dogs
Dog,35.29032361213441,Dogs
Dog,27.41092599731831,Dogs
Dog,54.139342469004376,Dogs
Dog,35.78163924773444,Dogs
Dog,46.687962563607094,Dogs
Dog,30.849064989412916,Dogs
Dog,37.99947531271559,Dogs
Dog,25.743880473974425,Dogs
Dog,48.07626541210669,Dogs
Dog,38.66088268862633,Dogs
Dog,30.2354693424277,Dogs
Dog,34.867223482984784,Dogs
Dog,24.039917483402295,Dogs
Dog,59.09029250884801,Dogs
Dog,28.11145884905634,Dogs
Dog,34.34895653944792,Dogs
Dog,6.418379794816509,Dogs
Dog,41.015255715042926,Dogs
Dog,41.195376567314746,Dogs
Dog,51.464857318313214,Dogs
Dog,47.48677925294264,Dogs
Dog,47.51319457170587,Dogs
Dog,32.27216168138515,Dogs
Dog,59.15964629261063,Dogs
Dog,35.8836669523454,Dogs
Dog,40.52119785720763,Dogs
Dog,33.586969223509314,Dogs
Dog,5.445094025845357,Dogs
