x,y
-0.172458768,-0.105346683
-2.289961183,1.22195022
-0.62055757,0.562544344
-0.642472549,-0.53530481
-1.249387644,0.531096367
-0.014666917,0.105911599
0.820482132,0.424305286
-1.058906611,2.604975464
-0.340390278,-1.29140188
1.187287558,0.356833641
-1.355501727,-1.032554396
0.802172725,-1.589829775
0.041701725,0.317936704
1.040107284,-1.89945999
0.138959711,-0.826637186
-1.227423868,-0.232655053
-1.219620766,-0.642590888
-0.696467374,0.102418625
-1.195558717,-0.71583525
-0.203082149,-0.803126976
0.864999959,0.63873842
1.003893225,1.487903941
-0.003000722,0.495581611
1.190321209,0.321942919
0.127785591,-0.706338336
0.440062319,0.652489457
-0.922179171,0.898597448
0.599101414,1.60853525
1.994996739,0.008298933
-1.578902459,0.832343629
-0.495050775,-0.650448146
-0.091783906,-1.48378405
1.718181249,-0.372689471
0.352414826,0.802258534
0.111796051,0.026067882
-0.275453057,0.229458685
0.445197283,-0.919470218
-1.201225226,-0.03938852
0.301198424,-0.527563197
0.434764266,1.133986803
-0.237645642,-0.318119009
-0.27090617,0.595109991
0.083578343,0.715734689
-0.087233393,1.229375491
0.445244581,-1.058669674
1.005990914,0.123773449
0.812745927,-1.215663388
-0.444749236,-0.021818366
-2.048900826,0.909600242
-0.379469555,-0.188537718
1.8940233,1.110175568
1.17877775,0.952803952
0.138867538,0.15860885
0.389674467,0.366492947
3.028003292,-3.824581513
2.144129686,-4.610252761
-2.586489488,-4.663265225
-4.688307918,0.573396784
0.382810284,-4.685332204
2.395347686,-3.851788299
2.377516564,4.33752749
-4.646735318,0.29791319
-1.2929378,-5.380723717
-2.89038365,3.929900211
1.886460511,4.568303824
4.693651499,-1.805701058
1.300289893,-4.699663992
4.269474537,-2.416267232
3.071478791,3.521749327
0.690783593,4.648278748
3.3335136,-3.545199864
-3.460296111,3.610288365
-2.231832738,4.616402285
-0.586832895,4.633627018
-1.401791546,4.312970205
-5.151690923,-1.905712928
-5.052846327,0.349085566
1.766273658,5.207165249
5.122184939,1.43905784
-0.387491012,5.0188621
-3.189807033,4.697802327
-0.749013424,-4.572558616
-2.744863191,-3.619446364
0.437637264,5.231759081
-4.936652995,1.072794307
-3.117057874,3.579038963
-4.105697632,1.630823085
2.202714234,4.977424003
-2.348070513,-4.431432211
-2.188870142,4.456244426
-4.619095839,1.993296204
-3.486696293,3.744833992
2.923033,3.848113685
-3.576030257,2.954057016
0.612069626,-4.504778889
-4.935602865,0.799700537
-3.124451986,-3.738255428
-1.497918501,-4.415375368
-1.770272241,-4.951875887
0.380804944,-4.733522547
2.33850885,-4.223646587
-3.941051855,2.989721028
3.531500752,-3.442674238
0.373934964,-4.897932593
-2.576953387,-4.253301711
1.397608767,-4.555794805
-3.299105058,3.369603248
4.729627832,-0.836009926
4.561979078,0.524746562
-2.744767741,-4.668866963
-4.931019666,-1.099062377
0.378968822,-4.953837876
2.834523109,3.838743249
4.282567145,-0.603326455
-0.473741521,5.088377972
-2.53048778,3.969426543
3.37626956,-3.043745255
-3.870810949,-2.736545203
3.917965676,-2.919668187
5.277969076,-0.495853385
1.259694479,-4.609035684
-0.659262319,-5.236778813
-0.130552873,5.31855465
-4.89181704,-0.798547216
4.724424962,-0.018994389
-2.797738136,-4.533583175
-1.0376579,4.978921324
4.372757964,2.196175396
3.366133074,3.714639187
4.341756878,2.63499382
4.115639403,-1.789194232
2.718053181,4.429467576
-1.830800065,4.612305722
4.181422497,-1.791037381
4.74789126,0.363663902
-4.637516466,-0.990940101
5.13615793,0.009396944
-4.821367654,-0.876386313
4.452646526,2.260873149
4.172907533,-2.630009706
2.964722726,3.885613736
2.637994677,-4.38271725
4.744878994,-2.422961837
5.181394561,0.062872505
-1.548985439,4.539685731
5.083051247,1.342451434
-3.714205466,2.871677337
1.71798156,-4.239354575
-3.758555647,2.913823619
-4.986504027,0.831931774
4.02775008,2.987109972
-4.296812776,-3.027418832
4.756681356,-1.671486197
2.636634559,-3.955936156
-0.695119974,-5.202369836
2.595688433,-4.00628699
-2.426717386,-4.520890948
2.021231184,4.922866817
-4.718985498,1.388510052
2.662910963,4.203473988
4.197719745,-2.659076561
3.379812596,3.963067164
4.377346461,1.86802415
-0.102960719,-5.253058333
0.615469119,4.780739361
-3.243009159,-3.52408981
-4.735248574,2.01719448
-4.457294978,-2.095026785
2.973456973,4.037275558
-5.444023697,0.241554129
4.321808865,-2.284919748
2.601277455,4.109338247
-5.252751441,-0.402101188
-3.539530607,2.897973314
2.424803045,-4.498770046
-4.409096036,1.415176106
-4.24288616,3.15111581
-5.096881884,-0.958433677
3.813245708,-2.901055896
5.066070034,0.041853789
4.065099451,1.939833552
3.122499346,-3.804841306
2.920991298,-3.866744615
1.398708458,4.957158578
-0.380131181,-4.747456222
4.58870569,-0.598404969
4.733354584,-1.362595805
5.186231174,0.138641246
-0.416407214,-5.179579956
-5.149450441,0.211512188
4.258527195,-2.523139401
-3.361723031,4.026202086
-3.917998905,2.090205406
1.352595031,4.867752866
-3.15034954,-3.58951216
1.278511959,-4.665102032
-4.726173457,-1.125762243
4.99018868,0.677733846
-4.824519164,-1.666199163
3.214535447,-3.98751212
5.105080855,1.565584427
-5.101710393,1.090633134
-5.049027491,0.992237633
4.579788925,1.882205686
-4.163768886,1.961380154
-5.309614723,-0.602981402
0.186722008,-5.448315455
1.42456226,-4.974458782
-4.602079923,0.301937647
5.181019219,-1.096734315
-2.239955759,4.150732624
-4.842440773,1.644465576
0.158750164,4.573536495
-0.370947437,5.058335162
3.580332298,3.405351032
-1.55879792,4.588878049
-4.763459776,0.120089002
4.545678777,2.755385071
-4.368715191,2.334658036
4.552311255,1.849755728
1.017148701,-4.530732385
1.943490839,4.557478152
-4.010710863,3.338412888
-1.845537552,-4.608127975
-0.479785483,-4.72078845
-3.603352866,3.495730255
-0.20731178,-5.178211738
2.404848573,-4.55146643
1.015041277,-5.222245391
-0.299171214,-4.90442289
3.977185009,-3.2956349
-4.327357433,-1.91397503
-0.358672201,-5.647922169
-4.198466251,-2.444462288
0.790286052,5.039157451
3.573521465,-3.45482474
-0.815730841,-5.105048088
-0.544131575,4.981081256
-2.953342509,4.056918576
-4.053828176,2.519597088
-0.932379956,-4.963339888
-4.687171114,-1.770351265
-0.224023663,-4.754263529
0.717663024,5.102336276
4.59016792,1.643762091
-5.573075501,-0.432746115
-1.177778534,4.944284309
-3.414408457,-4.297221466
-2.44187347,-4.391471123
1.865898015,4.583416772
5.154230007,0.533785218
-0.164720861,-4.950712483
4.855982712,1.198604006
-4.132605436,-2.468467797
-4.211178704,-2.189065689
1.032515489,4.755550571
0.137612597,4.779410037
-4.541655879,-1.245009194
4.767542638,-1.016771476
4.137099483,2.627942482
-4.746775855,-0.886909817
3.916798814,-3.159729393
3.6663082,3.826410638
-3.374497018,-3.556030972
-2.658257616,4.103874217
-4.321812202,-1.757626321
4.30120508,-2.682077222
5.138700858,-1.102738292
-3.666076787,3.201485905
3.81317807,2.819735032
4.824904869,1.692105992
-0.696079775,4.662758563
-1.312019854,-4.839390303
4.515156345,-2.386258677
4.87275876,-0.673027883
5.059472496,0.438138066
-3.206813905,-3.408020917
-2.124945097,5.048788806
3.721238324,-3.191948838
0.263180061,4.605444972
-1.332736456,-4.951480071
-3.507158345,-3.541261001
-3.784811619,3.404857187
2.814453046,4.205678559
-0.765556862,-4.666848529
-4.078952165,-3.095734123
-3.578177653,-3.336270651
-4.305279494,2.105232303
-3.080993644,4.060052075
2.140230957,4.137612437
-1.704361469,-5.060368676
-4.439440271,2.615187758
4.207336653,-2.767320709
2.161883887,4.427123751
4.916138061,1.35944213
2.838498204,-3.789109446
0.986313194,-5.167367207
-1.876535791,-4.483695685
-1.778653684,5.023782685
5.145518786,0.429482966
2.39954765,-4.487767554
-1.758413234,-4.958186682
3.859311739,2.751448617
0.29365785,5.169051795
