year,artist_name,explicit,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1960,Bobby Rydell,FALSE,Little Bitty Girl,0.596,0.627,1,-6.117,1,0.0395,0.614,0,0.14,0.852,121.156,145360
1960,Barrett Strong,FALSE,Money (That's What I Want) - Single Version / Mono,0.665,0.806,5,-7.972,1,0.0327,0.346,0,0.128,0.951,132.263,157880
1960,Maurice Williams & The Zodiacs,FALSE,Stay - Remastered 2003,0.561,0.602,7,-7.961,0,0.0369,0.792,0,0.136,0.837,119.905,98773
1960,Charlie Rich,FALSE,Lonely Weekends,0.612,0.831,5,-10.373,1,0.0507,0.872,0.00435,0.102,0.453,90.914,126960
1960,Larry Hall,FALSE,Sandy,0.628,0.489,0,-8.832,1,0.0299,0.561,5.74e-5,0.22,0.632,79.49,150840
1960,Bobby Lewis,FALSE,Tossin' And Turnin' - Re-Recording,0.793,0.44,0,-11.509,1,0.0766,0.436,1.01e-6,0.0564,0.979,142.676,143333
1960,Patsy Cline,FALSE,I Fall To Pieces,0.473,0.376,10,-4.723,1,0.0282,0.776,0,0.163,0.552,111.213,169474
1960,Michael,FALSE,Michael,0.52,0.0979,0,-21.351,1,0.0301,0.839,6.18e-6,0.183,0.642,107.527,166160
1961,Bobby Lewis,FALSE,Tossin' And Turnin',0.569,0.722,0,-8.914,1,0.0393,0.225,0,0.108,0.965,142.736,159640
1961,Patsy Cline,FALSE,I Fall To Pieces - Live,0.499,0.432,10,-6.752,1,0.0306,0.974,0.00388,0.394,0.672,113.669,166200
1961,The Highwaymen,FALSE,Michael (Row The Boat Ashore),0.52,0.127,0,-19.291,1,0.0293,0.87,1.21e-6,0.191,0.64,107.397,165559
1961,Roy Orbison,FALSE,Crying,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-6,0.104,0.148,96.685,166467
1961,Del Shannon,FALSE,Runaway,0.584,0.563,10,-6.826,0,0.0455,0.137,1.83e-5,0.174,0.663,78.674,136467
1961,The Jive Five,FALSE,My True Story,0.254,0.465,3,-7.421,1,0.0325,0.768,0,0.315,0.628,183.362,155960
1961,Chubby Checker,FALSE,Pony Time,0.456,0.635,8,-4.594,1,0.0284,0.00928,4.44e-6,0.128,0.913,77.353,144589
1961,The String-A-Longs,FALSE,Wheels,0.787,0.623,0,-8.241,1,0.0359,0.689,0.0932,0.144,0.874,128.327,116360
1961,Dee Clark,FALSE,Raindrops,0.342,0.653,8,-9.777,1,0.0567,0.554,2.03e-6,0.336,0.633,120.984,173800
1961,Joe Dowell,FALSE,Wooden Heart,0.631,0.301,1,-13.797,1,0.0654,0.736,1.98e-5,0.105,0.925,166.068,119513
1961,Lawrence Welk,FALSE,Calcutta,0.479,0.52,7,-12.423,1,0.0257,0.833,0.911,0.208,0.96,82.024,136000
1961,Bobby Vee,FALSE,Take Good Care Of My Baby - 1990 - Remastered,0.491,0.431,1,-12.257,1,0.0609,0.698,0,0.124,0.612,82.443,150867
1961,Roy Orbison,FALSE,Running Scared,0.572,0.392,9,-10.555,1,0.0325,0.778,4.35e-4,0.15,0.372,128.255,132040
1961,The Shirelles,FALSE,Dedicated To The One I Love,0.459,0.191,10,-11.901,1,0.0341,0.8,0,0.164,0.54,80.351,124187
1961,The Mar-Keys,FALSE,Last Night,0.723,0.565,0,-4.175,1,0.0386,0.448,0.866,0.0708,0.864,126.588,159173
1961,The Shirelles,FALSE,Will You Love Me Tomorrow,0.49,0.384,0,-11.315,1,0.0275,0.438,3.17e-5,0.539,0.478,137.047,162893
1961,Ferrante & Teicher,FALSE,"Exodus (Theme From Otto Preminger's ""Exodus"")",0.477,0.231,2,-11.842,0,0.0259,0.857,0.497,0.0638,0.266,98.226,176760
1961,Connie Francis,FALSE,Where The Boys Are,0.397,0.316,7,-8.632,1,0.0302,0.721,0,0.221,0.437,72.483,156907
1961,Ray Charles,FALSE,Hit The Road Jack,0.593,0.752,8,-6.617,0,0.0313,0.0841,0.00308,0.197,0.934,172.087,129907
1961,Sue Thompson,FALSE,Sad Movies Make Me Cry,0.61,0.272,2,-10.071,1,0.0286,0.888,7.11e-6,0.245,0.585,107.116,199347
1961,Ernie K-Doe,FALSE,Mother-in-Law - 2002 - Remaster,0.747,0.631,7,-8.306,0,0.0409,0.713,2.4e-4,0.303,0.754,127.416,153600
1961,The Dovells,FALSE,Bristol Stomp,0.655,0.77,2,-6.338,1,0.0649,0.626,0,0.541,0.909,105.394,138893
1961,Ricky Nelson,FALSE,Travelin' Man,0.731,0.441,2,-9.454,1,0.0317,0.724,0,0.16,0.887,122.838,143120
1961,The Miracles,FALSE,Shop Around,0.55,0.585,7,-8.657,1,0.0299,0.718,0,0.727,0.893,131.861,169973
1961,Brook Benton,FALSE,The Boll Weevil Song,0.786,0.262,5,-15.396,1,0.132,0.487,0.0545,0.104,0.906,139.882,167079
1961,Gene McDaniels,FALSE,A Hundred Pounds Of Clay - 1995 Digital Remaster,0.717,0.343,0,-8.018,1,0.0457,0.568,0,0.139,0.757,128.569,142338
1961,Dick & Dee Dee,FALSE,The Mountain's High - Original Hit Version,0.686,0.771,1,-8.764,1,0.0594,0.683,0.137,0.333,0.93,118.176,135707
1961,Marty Robbins,FALSE,Don't Worry,0.648,0.165,4,-16.446,1,0.0348,0.879,2.16e-4,0.13,0.431,99.585,194160
1961,Floyd Cramer,FALSE,On the Rebound,0.535,0.683,9,-11.677,1,0.0334,0.371,0.0133,0.205,0.922,150.742,126107
1961,Steve Lawrence,FALSE,Portrait Of My Love,0.338,0.31,0,-9.056,1,0.0268,0.854,1.36e-4,0.34,0.262,91.7,170038
1961,Gary U.S. Bonds,FALSE,Quarter To Three,0.479,0.837,0,-9.281,0,0.205,0.924,0.0734,0.891,0.885,165.371,150400
1961,Barry Mann,FALSE,"Who Put the Bomp - In the Bomp, Bomp, Bomp",0.54,0.501,0,-13.04,1,0.0326,0.293,5.28e-6,0.0749,0.931,86.192,162934
1961,Neil Sedaka,FALSE,Calendar Girl,0.657,0.513,1,-12.771,0,0.0378,0.733,0,0.191,0.85,122.102,158000
1961,Chris Kenner,FALSE,I Like It Like That,0.589,0.568,5,-11.295,1,0.0806,0.832,0,0.272,0.756,144.566,117600
1961,Jørgen Ingmann,FALSE,Apache,0.663,0.359,9,-17.51,0,0.0339,0.954,0.939,0.122,0.321,127.839,187272
1961,Linda Scott,FALSE,Don't Bet Money Honey,0.305,0.457,5,-8.059,1,0.0326,0.829,0,0.176,0.604,201.2,149734
1961,Johnny Tillotson,FALSE,Without You,0.55,0.489,2,-8.06,1,0.0256,0.367,0.541,0.0813,0.691,98.081,130373
1961,Ferlin Husky,FALSE,Wings of a Dove,0.5,0.319,4,-15.735,1,0.039,0.497,0,0.101,0.621,177.489,142907
1961,Elvis Presley,FALSE,Little Sister,0.6,0.622,9,-11.936,1,0.0751,0.432,0,0.223,0.922,139.501,151587
1961,The Marcels,FALSE,Blue Moon,0.624,0.432,7,-11.132,1,0.0344,0.656,0,0.0785,0.93,127.69,138360
1961,Shep And The Limelites,FALSE,Daddy's Home,0.482,0.254,5,-7.723,1,0.0312,0.922,1.54e-5,0.134,0.335,145.539,173907
1961,Troy Shondell,FALSE,This Time,0.453,0.299,2,-14.331,1,0.0299,0.712,0,0.287,0.354,81.169,157960
1961,"Clarence ""Frogman"" Henry",FALSE,(I Don't Know Why) But I Do,0.667,0.535,10,-5.303,1,0.0277,0.603,0,0.122,0.831,109.686,141200
1961,Kokomo,FALSE,Asia Minor,0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.935,202.954,118133
1961,Faron Young,FALSE,Hello Walls,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-6,0.114,0.676,101.489,146840
1961,Dion,FALSE,Runaround Sue,0.469,0.6,2,-9.445,1,0.0783,0.321,0,0.0596,0.642,158.348,172787
1961,Arthur Lyman,FALSE,Yellow Bird,0.561,0.0335,2,-29.467,1,0.0513,0.954,0.86,0.0949,0.707,119.319,164920
1961,Timi Yuro,FALSE,Hurt,0.493,0.244,5,-11.487,1,0.0277,0.707,4.62e-4,0.121,0.219,87.044,148467
1961,Ricky Nelson,FALSE,Hello Mary Lou (Goodbye Heart),0.559,0.78,9,-6.597,1,0.0328,0.158,6.89e-6,0.0793,0.964,98.661,139280
1961,The Capris,FALSE,There's a Moon Out Tonight,0.325,0.382,6,-13.324,1,0.0387,0.896,0,0.387,0.61,201.924,132307
1961,Elvis Presley,FALSE,Surrender,0.348,0.615,3,-9.915,1,0.0421,0.718,1.64e-5,0.173,0.841,164.502,111120
1961,The Paris Sisters,FALSE,I Love How You Love Me,0.384,0.452,10,-8.894,1,0.0281,0.944,0.00125,0.224,0.466,84.857,123834
1961,Lee Dorsey,FALSE,Ya Ya,0.758,0.557,5,-10.106,1,0.0453,0.607,2.18e-4,0.193,0.894,140.795,146053
1961,Gary U.S. Bonds,FALSE,School Is Out,0.549,0.774,10,-6.067,1,0.0686,0.95,1.66e-4,0.389,0.965,73.704,149400
1961,Bob Moore & His Orchestra,FALSE,Mexico,0.494,0.512,2,-15.619,1,0.0305,0.757,0.86,0.24,0.957,86.042,158316
1961,Ral Donner,FALSE,You Don't Know What You've Got (Until You Lose It),0.665,0.223,1,-16.602,0,0.046,0.951,0,0.115,0.575,130.664,134627
1961,The Everly Brothers,FALSE,Walk Right Back,0.624,0.358,1,-13.199,1,0.0342,0.752,0,0.0593,0.873,135.797,139640
1961,The Lettermen,FALSE,The Way You Look Tonight - 1987 Digital Remaster,0.251,0.146,4,-20.004,1,0.0313,0.931,0,0.0867,0.145,102.407,142427
1961,Pat Boone,FALSE,Moody River,0.616,0.728,5,-7.365,0,0.0312,0.581,4.73e-5,0.102,0.69,139.428,153587
1961,Ray Charles,FALSE,One Mint Julep,0.799,0.522,8,-9.498,1,0.284,0.616,0.87,0.0587,0.875,129.284,91373
1961,Adam Wade,FALSE,Take Good Care Of Her,0.258,0.24,11,-13.093,1,0.0325,0.779,0,0.355,0.373,83.202,155507
1961,Carla Thomas,FALSE,Gee Whiz (Look At His Eyes),0.432,0.452,5,-8.022,1,0.0437,0.899,0.0307,0.688,0.398,82.518,188480
1961,Ben E. King,FALSE,Stand By Me,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-6,0.0707,0.607,118.068,180056
1961,Ben E. King,FALSE,Spanish Harlem,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75e-5,0.129,0.782,125.166,174293
1961,Ike & Tina Turner,FALSE,It's Gonna Work Out Fine,0.46,0.433,9,-17.565,0,0.0522,0.0625,2.12e-5,0.625,0.772,106.9,197867
1961,Echo & the Bunnymen,FALSE,"It's All Over Now, Baby Blue - Live, 1985",0.493,0.907,9,-7.362,1,0.0418,0.0157,0.00724,0.414,0.274,128.359,213627
1961,Buzz Clifford,FALSE,Baby Sittin' Boogie,0.468,0.664,1,-7.007,1,0.109,0.785,0,0.207,0.813,140.161,124653
1961,Del Shannon,FALSE,Hats Off To Larry,0.417,0.698,11,-4.547,1,0.0333,0.685,1.75e-6,0.328,0.71,80.568,121547
1961,Little Caesar & the Romans,FALSE,Those Oldies but Goodies (Remind Me of You),0.484,0.31,7,-10.963,1,0.027,0.842,0,0.602,0.748,97.695,202398
1961,Chubby Checker,FALSE,The Fly,0.395,0.934,10,-6.852,1,0.0495,4.29e-4,3.53e-4,0.21,0.84,160.662,143147
1961,Elvis Presley,FALSE,(Marie's The Name) His Latest Flame,0.661,0.917,4,-6.329,0,0.0375,0.568,0.00202,0.134,0.89,105.289,127093
1961,Bert Kaempfert,FALSE,Wonderland By Night (Wunderland bei Nacht),0.368,0.27,4,-8.344,1,0.0272,0.905,0.863,0.234,0.22,70.391,193107
1961,Tony Orlando,FALSE,Bless You,0.425,0.616,1,-7.844,1,0.0456,0.469,0,0.0822,0.784,124.566,130613
1961,Linda Scott,FALSE,I've Told Every Little Star,0.677,0.621,3,-5.663,1,0.0277,0.734,6.19e-5,0.191,0.952,118.349,138040
1961,Bobby Lewis,FALSE,One Track Mind,0.859,0.476,10,-13.71,1,0.0523,0.884,0.00378,0.11,0.972,141.489,122213
1961,Rosie,FALSE,Angel Baby,0.314,0.324,0,-9.127,1,0.0305,0.875,0.00216,0.0821,0.581,194.469,222302
1961,Curtis Lee,FALSE,Pretty Little Angel Eyes - Remastered,0.604,0.652,1,-4.899,0,0.0482,0.314,0,0.257,0.937,106.384,163973
1961,Brook Benton,FALSE,Think Twice,0.436,0.16,3,-17.729,1,0.0302,0.854,1.48e-4,0.129,0.333,79.215,169160
1961,Lonnie Donegan,FALSE,Does Your Chewing Gum Lose Its Flavour (On The Bedpost Overnight),0.699,0.894,7,-7.399,1,0.253,0.719,3.5e-6,0.749,0.827,113.99,165093
1961,Connie Francis,FALSE,Breakin' In A Brand New Broken Heart,0.327,0.238,0,-7.387,1,0.0289,0.824,0,0.0877,0.215,83.352,157520
1961,The Shirelles,FALSE,Mama Said,0.648,0.408,4,-12.324,1,0.0483,0.279,0,0.0973,0.902,140.785,128040
1961,Fats Domino,FALSE,Let The Four Winds Blow - 2002 Digital Remaster,0.638,0.451,10,-11.438,1,0.0501,0.555,0.0165,0.119,0.963,90.193,140107
1961,Adam Wade,FALSE,The Writing on the Wall,0.513,0.441,2,-8.874,1,0.0347,0.827,0,0.0796,0.59,62.033,150213
1961,Matt Monro,FALSE,My Kind Of Girl,0.616,0.185,5,-14.1,1,0.0391,0.56,0,0.157,0.431,130.849,177600
1961,Paul Anka,FALSE,"Tonight My Love, Tonight",0.545,0.66,4,-7.872,1,0.0304,0.657,0,0.634,0.89,125.069,128067
1961,Jimmy Dean,FALSE,Big Bad John,0.516,0.457,8,-12.609,1,0.184,0.596,0,0.106,0.469,173.934,182560
1961,Bobby Rydell,FALSE,Good Time Baby,0.506,0.844,5,-6.58,1,0.0725,0.617,0,0.645,0.829,168.78,129467
1961,Floyd Cramer,FALSE,San Antonio Rose,0.634,0.48,2,-13.191,1,0.0264,0.483,0.569,0.14,0.969,87.077,140000
1961,Bobby Vee,FALSE,Rubber Ball,0.432,0.436,9,-11.62,1,0.0459,0.249,0,0.322,0.677,143.852,148933
1961,Ray Peterson,FALSE,Missing You,0.47,0.167,9,-18.807,1,0.0358,0.885,0,0.0999,0.408,88.499,170351
1961,Brenda Lee,FALSE,Dum Dum - Single Version,0.695,0.475,1,-10.288,1,0.222,0.79,0,0.128,0.567,125.985,144573
